,service_name,description,user_symptoms,vendor,year
722,AWS Internet Connectivity (Ohio),"12:26 PM PST We are investigating an issue which may be impacting Internet connectivity between some customer networks and the US-EAST-2 Region.12:51 PM PST We can confirm an issue which is impacting Internet connectivity for the US-EAST-2 Region, and are attempting multiple parallel mitigation paths. Connectivity between instances within the US-EAST-2 Region, in-between AWS Regions, and Direct Connect traffic is not impacted by the event.  Some customers may be experiencing VPN connectivity due to this issue.12:59 PM PST We are beginning to see signs of recovery, and continue to work toward full resolution. 1:06 PM PST Between 11:34 AM and 12:51 PM PST, customers experienced Internet connectivity issues for some networks to and from the US-EAST-2 Region. Connectivity between instances within the Region, in between Regions, and Direct Connect connectivity were not impacted by this issue. The issue has been resolved and connectivity has been fully restored.",[RESOLVED] Internet Connectivity,AWS,2022
323,Amazon Route 53 Resolver (N. Virginia),"11:29 AM PST We are investigating intermittent increased DNS query timeouts in a single Availability Zone (use1-az6) of the US-EAST-1 Region. We are already seeing recovery but are working to confirm.11:42 AM PST Between 9:51 AM and 10:02 AM, and between 10:41 AM and 11:10 AM PST, customers experienced increased DNS query timeouts in a single Availability Zone (use1-az6) of the US-EAST-1 Region. The issue has been resolved and all DNS queries are being answered normally.",[RESOLVED] Increased DNS query timeouts,AWS,2020
208,Amazon CloudFront," 1:43 AM PST We are investigating longer than usual propagation times to propagate certain configuration changes made either via console, CloudFront APIs, or AWS CloudFormation templates to some of our edge locations. End-user requests for content from our edge locations are not affected by this issue and are being served normally. 2:39 AM PST We can confirm longer than usual propagation times to propagate configuration changes made either via console, CloudFront APIs, or AWS CloudFormation templates to some of our edge locations, and continue to work toward resolution. End-user requests for content from our edge locations are not affected by this issue and are being served normally. 4:03 AM PST We continue to work on mitigating the cause of longer than usual propagation times to propagate configuration changes made either via console, CloudFront APIs, or AWS CloudFormation templates to some of our edge locations. End-user requests for content from our edge locations are not affected by this issue and are being served normally. 6:23 AM PST Between November 5 9:52 PM and November 6 6:00 AM PST, we experienced intermittent delays in propagating CloudFront distribution changes to some edge locations. End-user requests for content from our edge locations were not affected. The issue has been resolved and the service is operating normally. ",[RESOLVED] Change Propagation Delays,AWS,2020
162,Amazon Route 53,"11:21 AM PDT We are investigating increased propagation times of DNS edits to public and private Route 53 hosted zones, and increased failures for Delete Hosted Zone, Associate Private Hosted Zone and Disassociate Private Hosted Zone API and Console operations. Queries to existing DNS records are not affected by this issue.11:28 AM PDT We are investigating increased propagation times of DNS edits to public and private Route 53 hosted zones, and increased failures for Create Hosted Zone, Delete Hosted Zone, Associate Private Hosted Zone and Disassociate Private Hosted Zone API and Console operations. Queries to existing DNS records are not affected by this issue.12:06 PM PDT We continue to investigate increased propagation times of DNS edits to public and private Route 53 hosted zones, and increased failures for Create Hosted Zone, Delete Hosted Zone, Associate Private Hosted Zone and Disassociate Private Hosted Zone API and Console operations. Queries to existing DNS records are not affected by this issue.12:35 PM PDT We have identified the root cause and continue to work toward recovery. This may also impact provisioning workflows for other AWS services that use Route 53 for their DNS names. Queries to existing DNS records are not affected by this issue. 2:01 PM PDT DNS updates are being accepted by the Route 53 API and Console, however an error is preventing the updates from being propagated from the Route53 API system to the live DNS servers. We have identified the root cause of this propagation error and are actively working towards resolution. This issue is impacting provisioning workflows for other AWS services that use Route 53 for their DNS names. Queries to DNS records present at the beginning of this issue are not affected and are being answered normally. 4:00 PM PDT Some DNS changes are now propagating to the live DNS servers.  We continue to work towards full recovery. 5:18 PM PDT We are observing steady recovery, with the oldest changes propagating first. We are continuing to work through the backlog of queued changes. 6:30 PM PDT The backlog of queued changes continues to propagate. We have taken steps to accelerate recovery. 7:35 PM PDT We have now propagated more than half of the backlog of queued changes and are continuing to work on the remainder. 8:23 PM PDT We have processed the majority of the backlog of queued changes for Route 53 Public DNS. Private DNS changes are still experiencing propagation delays. Until we have fully recovered, customers may receive an error for the following APIs: CreateHostedZone, DeleteHostedZone, AssociateVPCWithHostedZone, and DisassociateVPCFromHostedZone. We continue to work towards full recovery.10:08 PM PDT As of 8:34 PM PDT, we have resolved the issue resulting in Route 53 Public DNS propagation delays. At this time, Route 53 Private DNS changes are still experiencing propagation delays. Until we have fully recovered, customers will continue to receive errors for the following APIs: CreateHostedZone, DeleteHostedZone, AssociateVPCWithHostedZone, and DisassociateVPCFromHostedZone.11:51 PM PDT We continue to make progress towards restoring propagation for Route 53 Private DNS changes and resolving increased API errors for CreateHostedZone, DeleteHostedZone, AssociateVPCWithHostedZone, and DisassociateVPCFromHostedZone Route 53 API calls. A majority of our hosts have processed all updates, and we are working to accelerate recovery of the remaining hosts.May 11,  1:41 AM PDT We have restored propagation for Route 53 Private DNS changes. We continue to work on resolving increased API errors for CreateHostedZone, DeleteHostedZone, AssociateVPCWithHostedZone, and DisassociateVPCFromHostedZone Route 53 API calls.May 11,  2:39 AM PDT Between May 10 10:50 AM and May 11 2:18 AM PDT we experienced increased change propagation latency and elevated error rates for CreateHostedZone, DeleteHostedZone, AssociateVPCWithHostedZone and DisassociateVPCFromHostedZone calls to the Route 53 API. During this entire duration there were no issues serving DNS queries. The issue has been resolved and the service is now operating normally.",[RESOLVED] Change Propagation Delays & API Errors,AWS,2020
324,Amazon CloudFront, 3:55 PM PST We are investigating longer than usual propagation times for changes to CloudFront configurations to few of our edge locations. End-user requests for content from our edge locations are not affected by this issue and are being served normally.  4:25 PM PST We have identified the root cause of the longer than usual propagation times for changes to CloudFront configurations. We continue to work toward resolution. End-user requests for content from our edge locations are not affected by this issue and are being served normally. 4:42 PM PST Between 2:21 PM and 4:23 PM PST customers may have experienced longer than usual propagation times while making changes to CloudFront configurations. End-user requests for content from edge locations were not affected. The issue has been resolved and the service is operating normally.,[RESOLVED] Change Propagation Delays,AWS,2020
119,Amazon Route 53," 8:00 PM PST We are investigating increased propagation times of DNS edits to Route 53 DNS servers. Queries to existing DNS records are not affected by this issue and are being answered normally. 8:19 PM PST We continue to investigate increased propagation times of DNS edits to the Route 53 DNS servers. This issue will also affect provisioning of services such as EFS, ElasticBeanstalk, CloudFormation, and Amazon MQ. Queries to existing DNS records are not affected by this issue.  8:51 PM PST Between 7:34 PM and 8:45 PM PST we experienced increased propagation times of DNS edits. Queries to existing DNS records were not affected by this issue. The issue has been resolved and the service is operating normally.",[RESOLVED] Increased Change Propagation Time ,AWS,2020
675,Amazon CloudFront," 1:58 PM PDT We are investigating delays in propagating changes to CloudFront distributions to our edge locations. This is related to the ACM issue in the US-EAST-1 Region that we have posted to the Service Health Dashboard. Existing distributions continue to operate normally and there is no impact to serving content from our edge locations. 4:08 PM PDT CloudFront distribution changes continue to be affected by the AWS Certificate Manager issue in US-EAST-1. ACM is continuing to make progress towards recovery, but change propagation for CloudFront distribution changes will continue to be affected until the ACM issue is fully mitigated. At that point, we will begin to process the backlog of distribution changes. The backlog of changes may take additional time to complete. Existing distributions continue to operate normally and there is no impact to serving content from our edge locations. 5:06 PM PDT We are starting to see some ACM API calls succeed for CloudFront and we are starting to propagate changes for CloudFront distributions to our edge locations. ACM is continuing to make progress towards recovery. Existing distributions continue to operate normally and there is no impact to serving content from our edge locations. 6:11 PM PDT We continue to process the backlog of distribution changes and propagate the updates to our edge locations. Existing distributions continue to operate normally and there is no impact to serving content from our edge locations. 7:38 PM PDT Between 11:45 AM and 7:25 PM PDT, we experienced delays in propagating changes to CloudFront distributions to our edge locations due to the ACM issue in US-EAST-1. This issue has been resolved and the service is operating normally. During this time, previous configured distributions continued to operate without any issues and there were no issues with serving content from our CloudFront edge locations.",[RESOLVED] Propagation Delays,AWS,2022
257,Amazon CloudFront," 4:28 PM PDT We are investigating elevated error rates and elevated latency in multiple edge locations.  5:08 PM PDT We can confirm elevated error rates and high latency accessing content from multiple Edge Locations, which is also contributing to longer than usual propagation times for changes to CloudFront configurations. We have identified the root cause and continue to work toward resolution. 5:54 PM PDT We are beginning to see recovery for the elevated error rates and high latency accessing content from multiple Edge Locations. Error rates have recovered for all locations except for Europe. Additionally, we continue to work toward recovery for the increased delays in propagating configuration changes to Cloudfront Distributions.  6:21 PM PDT Starting 3:18 PM PDT, we experienced elevated error rates and high latency accessing content from multiple Edge Locations. The elevated error rates and elevated latency accessing content were fully recovered at 5:48 PM PDT. During this time, customers may also have experienced longer than usual change propagation delays for CloudFront configurations and invalidations. The backlog of CloudFront configuration changes and invalidations were fully processed by 6:14 PM PDT. All issues have been fully resolved and the system is operating normally.",[RESOLVED] CloudFront High error rates,AWS,2020
389,Amazon Route 53, 8:13 PM PST We are currently experiencing elevated error rates for the Route 53 Management Console. API and DNS queries are all being answered normally. 8:53 PM PST We have identified the root cause for the elevated error rates on the Route 53 Management Console and are starting to see recovery. Route 53 API calls and DNS resolution continue to operate normally. 9:04 PM PST Between 7:49 PM and 8:45 PM PST the Route 53 Management Console was experiencing elevated error rates. The issue has been resolved and the Route 53 Management Console is now operating normally. During this entire time period the Route 53 API and DNS resolution continued to function normally.,[RESOLVED] Elevated error rates for Route 53 Management Console ,AWS,2019
399,Amazon Elastic Compute Cloud (Ireland)," 5:50 PM PST 

We are investigating DNS resolution issues from some instances in the EU-WEST-1 Region. 6:29 PM PST We have identified the root cause of the DNS resolution issues in the EU-WEST-1 Region and continue working towards resolution. 7:00 PM PST We continue working through DNS resolution issues in the EU-WEST-1 Region. DNS resolution for public endpoints from the Internet are operating normally. 7:07 PM PST We continue working through DNS resolution issues which is now affecting a single Availability Zone in the EU-WEST-1 Region. DNS resolution for public endpoints from the Internet continue operating normally.  7:17 PM PST Between 5:14 PM and 7:09 PM PST we experienced elevated DNS resolution issues for some instances in the EU-WEST-1 Region. DNS resolution for public endpoints from the Internet was not impacted during this time. The issue has been resolved and the service is operating normally.",[RESOLVED] DNS Resolution Issues,AWS,2017
139,Amazon CloudFront,"11:48 AM PDT We’re investigating longer than usual propagation times for changes to CloudFront configurations. End-user requests for content from our edge locations are not affected by this issue and are being served normally.12:52 PM PDT We have identified the root cause of the longer than usual propagation times for changes to CloudFront configurations. We continue to work toward resolution.  1:18 PM PDT Between 8:50 AM and 12:59 PM PDT, we experienced longer than usual propagation times for changes to CloudFront configurations. The issue has been resolved and the service is operating normally.",[RESOLVED] Change Propagation Delays,AWS,2020
338,Amazon CloudFront," 9:54 AM PST We are investigating longer than usual reporting update delays for change propagation of invalidations and CloudFront configurations. Customer changes are propagating fine across our edge locations but the associated reporting is not getting updated. Also, end-user requests for content from our edge locations are not affected by this issue and are being served normally.11:17 AM PST We are investigating longer than usual reporting update delays for change propagation of invalidations and CloudFront configurations. Customer changes are propagating fine across our edge locations but the associated reporting is not getting updated. During this time, CloudFront Access Logs, Metrics and Reporting may also be affected. End-user requests for content from our edge locations are not affected by this issue and are being served normally. 1:25 PM PST We are working towards recovery for delays in reporting updates for change propagation of invalidations and CloudFront configurations. Customer changes are propagating fine across our edge locations but the associated reporting is not getting updated. CloudFront Access Logs, Metrics and Reporting may continue to be affected. End-user requests for content from our edge locations are not affected by this issue and are being served normally. 2:50 PM PST Change propagation of CloudFront configurations and invalidations have recovered and are operating normally. However, CloudFront Access Logs, Metrics and Reporting continue to be affected. End-user requests for content from our Edge Locations are not affected by this issue and are being served normally. 4:16 PM PST We are still observing partial recovery on Access Logs, Metrics and Reports but intermittent gaps and delays exist. We continue to work toward full resolution. End-user requests for content from our Edge Locations were not affected by this issue and continue to operate normally. 6:06 PM PST We continue to work toward full resolution, and expect full recovery once the on-going Kinesis issue is resolved. Upon further recovery, we expect Access Logs, Metrics and Reports to fully recover and start backfilling over time for those queued during the impact. 9:44 PM PST CloudFront Access Logs, Metrics, and Reporting continues to be affected by the Kinesis event but we are observing improving recovery. CloudFront edge locations are serving traffic as expected. Change propagation and cache invalidation times are operating within normal time windows.11:51 PM PST Between 5:41 AM and 2:40 PM PST, we experienced longer than usual reporting delays for Invalidations and CloudFront configurations to edge locations. Customer changes were propagating normally across our edge locations during this time but the associated reporting was not getting updated correctly. Between 5:41 AM and 11:26 PM PST, CloudFront Real-time Metrics were not available. CloudFront’s Real-time Metrics are now available in CloudWatch. The backlog of CloudFront Access Logs and Reports will be backfilled over the next few hours. During this time, all end-user requests for content from our edge locations were not affected by this issue and were being served normally.",[RESOLVED] Change Propagation and Invalidations Reporting Delay,AWS,2020
204,Amazon Route 53," 5:44 PM PDT On October 22, 2019, we detected and then mitigated a DDoS (Distributed Denial of Service) attack against Route 53. Due to the way that DNS queries are processed, this attack was first experienced by many other DNS server operators as the queries made their way through DNS resolvers on the internet to Route 53. The attack targeted specific DNS names and paths, notably those used to access the global names for S3 buckets.

Because this attack was widely distributed, a small number of ISPs operating affected DNS resolvers implemented mitigation strategies of their own in an attempt to control the traffic. This is causing DNS lookups through these resolvers for a small number of AWS names to fail. We are doing our best to identify and contact these operators, as quickly as possible, and working with them to enhance their mitigations so that they do not cause impact to valid requests. If you are experiencing issues, please contact us so we can work with your operator to help resolve.",[RESOLVED] Further information regarding DNS resolution,AWS,2020
244,Amazon CloudFront,"11:59 PM PST We are investigating longer than usual propagation times for changes to CloudFront configurations. End-user requests for content from our edge locations are not affected by this issue and are being served normally.Jan 30, 12:15 AM PST We have confirmed that we are seeing increased propagation times for changes to a few CloudFront edge locations. Majority of CloudFront edge locations are consuming configuration changes normally. End-user requests for content from our edge locations are not affected by this issue and are being served normally. Jan 30,  1:23 AM PST Between January 29 9:12 PM and January 30 12:48 AM PST we experienced delays in propagation times for changes to CloudFront configurations. During this time end-user requests for content from our edge locations were not affected. The issue has been resolved and the service is operating normally.",[RESOLVED] Change Propagation Delays,AWS,2020
163,Amazon Route 53,"May 10, 11:21 AM PDT We are investigating increased propagation times of DNS edits to public and private Route 53 hosted zones, and increased failures for Delete Hosted Zone, Associate Private Hosted Zone and Disassociate Private Hosted Zone API and Console operations. Queries to existing DNS records are not affected by this issue.May 10, 11:28 AM PDT We are investigating increased propagation times of DNS edits to public and private Route 53 hosted zones, and increased failures for Create Hosted Zone, Delete Hosted Zone, Associate Private Hosted Zone and Disassociate Private Hosted Zone API and Console operations. Queries to existing DNS records are not affected by this issue.May 10, 12:06 PM PDT We continue to investigate increased propagation times of DNS edits to public and private Route 53 hosted zones, and increased failures for Create Hosted Zone, Delete Hosted Zone, Associate Private Hosted Zone and Disassociate Private Hosted Zone API and Console operations. Queries to existing DNS records are not affected by this issue.May 10, 12:35 PM PDT We have identified the root cause and continue to work toward recovery. This may also impact provisioning workflows for other AWS services that use Route 53 for their DNS names. Queries to existing DNS records are not affected by this issue.May 10,  2:01 PM PDT DNS updates are being accepted by the Route 53 API and Console, however an error is preventing the updates from being propagated from the Route53 API system to the live DNS servers. We have identified the root cause of this propagation error and are actively working towards resolution. This issue is impacting provisioning workflows for other AWS services that use Route 53 for their DNS names. Queries to DNS records present at the beginning of this issue are not affected and are being answered normally.May 10,  4:00 PM PDT Some DNS changes are now propagating to the live DNS servers.  We continue to work towards full recovery.May 10,  5:18 PM PDT We are observing steady recovery, with the oldest changes propagating first. We are continuing to work through the backlog of queued changes.May 10,  6:30 PM PDT The backlog of queued changes continues to propagate. We have taken steps to accelerate recovery.May 10,  7:35 PM PDT We have now propagated more than half of the backlog of queued changes and are continuing to work on the remainder.May 10,  8:23 PM PDT We have processed the majority of the backlog of queued changes for Route 53 Public DNS. Private DNS changes are still experiencing propagation delays. Until we have fully recovered, customers may receive an error for the following APIs: CreateHostedZone, DeleteHostedZone, AssociateVPCWithHostedZone, and DisassociateVPCFromHostedZone. We continue to work towards full recovery.May 10, 10:08 PM PDT As of 8:34 PM PDT, we have resolved the issue resulting in Route 53 Public DNS propagation delays. At this time, Route 53 Private DNS changes are still experiencing propagation delays. Until we have fully recovered, customers will continue to receive errors for the following APIs: CreateHostedZone, DeleteHostedZone, AssociateVPCWithHostedZone, and DisassociateVPCFromHostedZone.May 10, 11:51 PM PDT We continue to make progress towards restoring propagation for Route 53 Private DNS changes and resolving increased API errors for CreateHostedZone, DeleteHostedZone, AssociateVPCWithHostedZone, and DisassociateVPCFromHostedZone Route 53 API calls. A majority of our hosts have processed all updates, and we are working to accelerate recovery of the remaining hosts. 1:41 AM PDT We have restored propagation for Route 53 Private DNS changes. We continue to work on resolving increased API errors for CreateHostedZone, DeleteHostedZone, AssociateVPCWithHostedZone, and DisassociateVPCFromHostedZone Route 53 API calls. 2:39 AM PDT Between May 10 10:50 AM and May 11 2:18 AM PDT we experienced increased change propagation latency and elevated error rates for CreateHostedZone, DeleteHostedZone, AssociateVPCWithHostedZone and DisassociateVPCFromHostedZone calls to the Route 53 API. During this entire duration there were no issues serving DNS queries. The issue has been resolved and the service is now operating normally.",[RESOLVED] Change Propagation Delays & API Errors,AWS,2020
231,AWS Certificate Manager (N. Virginia), 4:28 PM PST We have identified the cause of the increased delays in validation and issuance for DNS validated domains in the US-EAST-1 Region and are working to mitigate the issue. Certificates can be requested but will be delayed in issuance. 4:58 PM PST We continue to work towards mitigating the increased delays in validation and issuance for DNS validated domains in the US-EAST-1 Region. Certificates that are DNS validated can be requested but will be delayed in issuance. 6:20 PM PST Between 3:05 PM and 6:11 PM PST we experienced increased delays in validation and issuance for DNS validated domains in the US-EAST-1 Region. The issue has been resolved and the service is operating normally. Certificates waiting for DNS validation which have proper CNAME entries in DNS will validate within the next 3 hours.,[RESOLVED] Certificate Issuance Delays,AWS,2020
502,Amazon CloudFront," 1:36 PM PDT We’re investigating elevated SSL handshake failures from our CloudFront edge locations. 2:10 PM PDT We have identified the cause of elevated SSL handshake failures from our CloudFront edge locations and are in the process of mitigating the issue. 2:58 PM PDT We have identified the cause of elevated SSL handshake and BadRequest errors from our CloudFront edge locations and continue to work towards resolution. 3:45 PM PDT Between 1:20 PM and 3:30 PM PDT, we experienced SSL Handshake and BadRequest errors to some CloudFront edge locations. The issue has been resolved and the service is operating normally.",[RESOLVED] Elevated SSL Handshake Failures,AWS,2017
243,Amazon Route 53,"12:50 PM PST We are investigating increased propagation times of DNS edits to the Route 53 DNS servers. Queries to existing DNS records are not affected by this issue. 1:21 PM PST We are still investigating increased propagation times of DNS edits to the Route 53 DNS servers. This will affect provisioning of new resources that rely on Route 53 for DNS, such as EFS and PrivateLink. Queries to existing DNS records are not affected by this issue 1:38 PM PST We are still investigating increased propagation times of DNS edits to the Route 53 DNS servers. To help accelerate recovery, the Route 53 API is temporarily not accepting MakeChange or CreateHostedZone requests. This will also affect provisioning of new resources that rely on Route 53 for DNS, such as: EFS, PrivateLink, Amazon MQ, Amazon Managed Streaming for Apache Kafka, API Gateway.  Queries to existing DNS records are not affected by this issue.  2:58 PM PST We are still investigating increased propagation times of DNS edits to the Route 53 DNS servers. To help accelerate recovery, the Route 53 API is temporarily not accepting MakeChange or CreateHostedZone requests. Queries to existing DNS records are not affected by this issue. This will also affect provisioning of new resources that rely on Route 53 for DNS, such as: EFS, PrivateLink, Amazon MQ, Amazon Managed Streaming for Apache Kafka, API Gateway, DocumentDB, FSx for Lustre, Certificate Manager, Transfer for SFTP, EKS, CloudFormation and Chime Voice Connector. 3:08 PM PST We have identified root cause resulting in increased propagation times of DNS edits to the Route 53 DNS servers. The Route 53 API is temporarily not accepting MakeChange or CreateHostedZone requests in order to help accelerate recovery. Queries to existing DNS records are not affected by this issue. This will also affect provisioning of new resources that rely on Route 53 for DNS, such as: EFS, PrivateLink, Amazon MQ, Amazon Managed Streaming for Apache Kafka, API Gateway, DocumentDB, FSx for Lustre, Certificate Manager, Transfer for SFTP, EKS, CloudFormation, Chime Voice Connector and Global Accelerator. 3:45 PM PST We have identified root cause resulting in increased propagation times of DNS edits to the Route 53 DNS servers, and are working towards recovery. The Route 53 API is now accepting changes again, though these changes are still experiencing delays propagating as there is a significant backlog of changes to process. Queries to existing DNS records are not affected by this issue. This will also affect provisioning of new resources that rely on Route 53 for DNS, such as: EFS, PrivateLink, Amazon MQ, Amazon Managed Streaming for Apache Kafka, API Gateway, DocumentDB, FSx for Lustre, Certificate Manager, Transfer for SFTP, EKS, CloudFormation, Chime Voice Connector, Global Accelerator, RDS, SageMaker Ground Truth, Amazon Managed Blockchain and Directory Service. 5:21 PM PST Between 12:07 PM and 5:15 PM PST, customers experienced delays propagating changes submitted to the Route 53 API, as well as increased API error rates from 1:55 PM until 3:20 PM. This also affected provisioning of new resources that rely on Route 53 DNS, such as EFS, PrivateLink, Amazon MQ, Amazon Managed Streaming for Apache Kafka, API Gateway, DocumentDB, FSx for Lustre, Certificate Manager, Transfer for SFTP, EKS, CloudFormation, Chime Voice Connector, Global Accelerator, RDS, SageMaker Ground Truth, Amazon Managed Blockchain, Directory Service and Elastic Inference. The Route 53 API is now operating normally, and all changes that were accepted by the Route 53 API have been propagated. Queries for all existing records were answered normally during this time.",[RESOLVED] Route 53 DNS Change Issues ,AWS,2020
542,Amazon Route 53," 8:21 AM PDT We are investigating increased propagation times of DNS edits to the Route 53 DNS servers. This does not impact queries to existing DNS records. 8:57 AM PDT We can confirm increased propagation times of DNS edits to the Route 53 DNS servers and continue to work towards resolution. This does not impact queries to existing DNS records. 9:38 AM PDT We have identified the root cause for the increased propagation times of DNS edits to the Route 53 DNS servers and continue to work towards resolution. This does not impact queries to existing DNS records. 10:14 AM PDT Between 7:20 AM and 10:06 AM PDT, we experienced increased propagation times of DNS edits to the Route 53 DNS servers. This did not impact queries to existing DNS records. The issue has been resolved and the service is operating normally.",[RESOLVED] Increased Propagation Time,AWS,2017
520,Amazon Route 53 Domain Registration," 6:36 AM PDT We are investigating reports that domain nameservers may unintentionally change for domains registered under .ch, .com.au, .co.nz, .es, .im, .it, .jp, .net.au, .nl, .nz, .se and .sh, which are registered through our third party registrar partner. If your domain is affected, we suggest using the Route 53 console to re-apply your nameserver settings to your domains. DNS Queries to Route 53 DNS are not affected by this issue. 7:10 AM PDT We have confirmed with our third party registrar provider that they have an issue in their system that changed nameservers for domains registered in .ch, .com.au, .co.nz, .es, .im, .it, .jp, .net.au, .nl, .nz, .se and .sh. They are working to identify all affected domains and backfill those nameservers to point to the correct nameservers. In the meantime, we suggest using the Route 53 console to re-apply your nameserver settings to your domains. DNS Queries to Route 53 DNS are not affected by this issue. 7:31 AM PDT Our third party registrar provider has corrected all nameserver entries for the affected domains registered under .ch, .com.au, .co.nz, .es, .im, .it, .jp, .net.au, .nl, .nz, .se and .sh. DNS Queries to Route 53 DNS were not affected by this issue. The issue has been resolved and the service is operating normally. ", [RESOLVED] Domain Registration Nameserver Configuration Errors,AWS,2017
18,Amazon Route 53," 6:17 AM PDT We are investigating increased propagation times of DNS edits to the Route 53 DNS servers. This does not impact queries to existing DNS records. 6:47 AM PDT Between 5:42 AM and 6:45 AM PDT, we experienced increased propagation times of DNS edits to the Route 53 DNS servers. This did not impact queries to existing DNS records. The issue has been resolved and the service is operating normally.",[RESOLVED] Increased Propagation Time,AWS,2020
314,Amazon CloudFront,"10:45 AM PDT 現在日本で CloudFront ディストリビューションの名前解決において断続的な DNS エラーが発生している事象について調査しております。
| We are actively investigating intermittent DNS errors resolving some CloudFront distributions in Japan.
11:37 AM PDT 日本時間 10月2日 00:55 から 02:25 にかけて、日本の一部お客様において CloudFront ディストリビューションの DNS 名前解決が失敗する事象が発生しておりました。この問題は解決され、サービスは正常に稼働しています。
| Between 8:55 AM and 10:25 AM PDT, some customers in Japan had a small percentage of DNS lookups fail when resolving CloudFront distributions. The issue has been resolved and the service is operating normally.",[RESOLVED] CloudFront DNS Errors,AWS,2020
122,Amazon CloudFront, 1:06 PM PST We’re investigating longer than usual propagation times for changes to CloudFront configurations. End-user requests for content from our edge locations are not affected by this issue and are being served normally. 1:30 PM PST Between 10:09 AM and 1:23 PM PST customers may have experienced longer than usual propagation times while making changes to CloudFront configurations. End-user requests for content from edge locations were not affected. The issue has been resolved and the service is operating normally.,[RESOLVED] Change Propagation Delays,AWS,2020
203,Amazon Route 53,"10:16 AM PDT We are investigating increased errors when making changes to some hosted zones, and creation of new hosted zones using the Route 53 API. DNS queries are not affected by this issue, which are all being answered as normal.10:46 AM PDT We are continuing to investigate elevated API errors when making changes to some hosted zones, and creation of new hosted zones using the Route 53 API. DNS queries are not affected by this issue, which are all being answered normally.11:26 AM PDT We have identified root cause and are working towards recovery of elevated error rates using the Route 53 API. DNS queries are not affected by this issue, which are all being answered normally.11:33 AM PDT Between 9:25 AM and 11:30 AM PDT, we experienced increased errors when making changes to some hosted zones, and creating new hosted zones using the Route 53 API and Console. The issue has been recovered, and all services are operating normally. DNS queries were not affected by this issue, which were all answered normally.",[RESOLVED] Increased API error rates,AWS,2020
720,Amazon CloudFront,"11:16 AM PDT We are investigating delays in propagation times for changes to CloudFront configurations. End-user requests for content from our edge locations are not affected by this issue and are being served normally.11:41 AM PDT We can confirm that actual invalidations are being propagated as usual, but the invalidation status confirmation through the console and API is delayed. This issue is not impacting propagation times for changes to CloudFront configurations as previously stated. End-user requests for content from our edge locations are not affected by this issue and are being served normally.12:10 PM PDT We have identified the root cause of delays in reporting status changes of CloudFront invalidations. We continue to work toward resolution. All CloudFront edge locations are consuming configuration changes and invalidations normally. Also, End-user requests for content from our edge locations are not affected by this issue and are being served normally.12:43 PM PDT Between 10:04 AM PDT and 12:20 PM PDT, customers might have experienced delays in reporting status change of CloudFront invalidations. During this time, all CloudFront edge locations were consuming configuration changes and invalidations normally but were not updating status changes in console or via CloudFront APIs. The issue has been resolved and the service is operating normally.",[RESOLVED] Change Propagation Delays,AWS,2022
20,Amazon CloudFront," 6:16 AM PDT We are investigating longer than usual propagation times to propagate certain configuration changes to a few of our edge locations: the creation and deletion of CloudFront distributions and the updating of certificates for a CloudFront distribution. All other CloudFront configuration changes are propagating normally. End-user requests for content from our edge locations are not affected by this issue and are being served normally.  6:59 AM PDT Between 3:25 AM and 6:45 AM PDT, CloudFront experienced longer than usual propagation times to propagate certain configuration changes to a few of our edge locations. This issue has been resolved and the service is operating normally. During this time, end user requests for content from our edge locations were not affected by this issue and were being served normally.",[RESOLVED] Delays in propagating certain configuration changes to a few CloudFront Edge locations ,AWS,2020
411,Amazon CloudFront," 2:50 PM PST We are currently investigating intermittent errors connecting to some custom non-S3 Origins from our Regional Edge Caches. 3:55 PM PST We are investigating an intermittent issue resulting in errors resolving origin domains hosted at an external provider outside of the AWS network.  4:40 PM PST Between 1:00 PM and 3:35 PM PST some Non-S3 CloudFront origins domains hosted by a single external DNS provider experienced intermittent resolution errors. The errors have now recovered, and all CloudFront origin DNS resolution is working normally.",[RESOLVED] Regional Edge Cache Connectivity,AWS,2017
